datetime,amount,description
11/23/23 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT CLEARVIEW DATA CO YLS4FS38YZ5VYP8
9/23/23 0:00,-10.88,ZELLE DEBIT PAYMENT TO: S. MORRIS . ID: XJ61CT1Q1NTC 9
9/25/23 0:00,-10.88,"ZELLE DEBIT PAYMENT TO: ""A. PHILLIPS"" . ID: 6LZED4BKG1B55"
10/3/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW GROVE SOLUTIONS LP PLN88IMULCCFLZJ0
9/22/23 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE FORGE VENTURES INC IQQX3V 5
3/1/23 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT RIVERBEND SPRINGS LLC JPYJ4ZX95V9L
12/2/23 0:00,-10.88,ATM WITHDRAWAL #8740 812 HILLCREST RD CENTRAL CITY CO TERMINAL TW04
1/26/24 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES ROCKBRIDGE MEADOW LLC 8ZZMQHJR8URC4 9
10/3/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES LONEPINE FIELD SERVICES CORP 1IBUDQAH08G0FV 2
10/7/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES COBALT RIDGE VISTA  LTD M1DX79KK66
9/29/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKBRIDGE CANYON HOLDINGS LTD DCTLQF9TWZOGDW0
1/20/24 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE SANDS CORP KSRGPT4O
9/23/23 0:00,-10.88,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORVIEW SPRINGS RESOURCES LP 6S0CHSCYOCBHT
3/11/23 0:00,-10.88,ACH DEBIT CARD PROCESSOR ACH PMT SPRINGLINE POINTE ADVISORS CORP ST0F16G1S6 8
8/14/23 0:00,-10.88,INTERNET TRANSFER TO DDA# 20109205939 ON31 AT 11.41
9/11/23 0:00,-10.86,ACH DEBIT TAX AUTHORITY PAYMENT QSBLQE3CVS1
5/18/23 0:00,-10.84,INTERNET TRANSFER TO DDA# 20517043922 ON31 AT 03.47
3/16/24 0:00,-10.74,ZELLE DEBIT PAYMENT TO: S. DAVIS . ID: YZGDJIO
3/17/24 0:00,-10.74,INCOMING WIRE FAIRVIEW LEDGER ANALYTICS LP FS7Q0OXFQF
12/18/22 0:00,-10.56,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""STONEWELL OPERATIONS PLC"" X9IRJDMRHUO 4"
8/26/22 0:00,-10.56,ACH DEBIT TAX AUTHORITY PAYMENT 9X6CHZWQ2UM0KU
6/9/22 0:00,-10.55,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE CROSSING LTD B60FRBYZWQM09Y 7
4/19/23 0:00,-10.5,INTERNET TRANSFER TO DDA# 20146101543 ON16 AT 18.44
10/24/23 0:00,-10.34,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE LABS INC DW2UX8YSCKWN41WP
11/23/22 0:00,-10.28,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW POINT INC TMJNWCT722RYH1QX
2/24/24 0:00,-10.06,INTERNET TRANSFER TO DDA# 20096530663 ON24 AT 12.36
6/7/23 0:00,-10,INTERNET TRANSFER TO  DDA# 20414371423 ON24 AT 04.23
8/4/23 0:00,-10,ACH DEBIT TAX AUTHORITY PAYMENT 2I48SBMDDEM1HL
7/3/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE OPERATIONS LLC J172O6CMP
3/7/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES VALEWOOD BROOK LABS PLC DYZY4Q1X 8
5/25/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES COBALT RIDGE SANDS INC UIZTVN41U0TBEY9 1
5/15/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES MAPLECREST BRIDGE LTD MANTPC5KE
7/27/23 0:00,-10,INCOMING WIRE CROSSWIND EDGE LP 90SBWDN2LD7QGRJC
6/8/23 0:00,-10,INSTANT TRANSFER TO DDA# 20772957012 ON17 AT 13.14
6/27/23 0:00,-10,INCOMING WIRE HILLCREST PROPERTIES CORP 5AJZCPWC
8/23/23 0:00,-10,ACH DEBIT CARD PROCESSOR ACH PMT CLEARVIEW LEDGER LP X46C63830 6
4/19/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHGATE PROJECTS PLC AOEXUZF7X
6/26/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD PARK LTD SOMGDD3OT 4
2/27/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGELAND SOLUTIONS INC W4T4B9PE2H7N13 4
9/7/23 0:00,-10,"ACH CREDIT ACCOUNTING APP EDF009WD99 DEPOSIT WINDWARD BAY LTD, L 6Y8NGLQIO36L3H"
9/14/23 0:00,-10,"ACH DEBIT CARD PROCESSOR ACH PMT ""GRANITE PEAK SPRINGS LTD"" M0BRFEOECQSH"
8/15/23 0:00,-10,ACH DEBIT PAYMENT PROCESSOR PAYABLES REDWOOD STRATEGY PLC LSH5CCU3YA4LUJYQ 8
5/10/23 0:00,-10,INTERNET TRANSFER TO DDA# 20067620646 ON04 AT 19.33
9/18/23 0:00,-10,ACH DEBIT CARD PROCESSOR ACH PMT BAYVIEW EDGE CAPITAL INC PZF203PESL7X 2
3/27/23 0:00,-10,ACH DEBIT TAX AUTHORITY PAYMENT XSOXNCG2O
8/23/23 0:00,-9.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES COBALT RIDGE ATLAS LLC G266RULS2Q088I0
7/24/23 0:00,-9.99,ZELLE DEBIT PAYMENT TO: W. MITCHELL . ID: 5G0D3559CMQ 6
6/14/23 0:00,-9.99,ZELLE DEBIT PAYMENT TO: P. REED . ID: X8SBGIBBJFR7BR
9/14/23 0:00,-9.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROWNWELL GROVE CORP V6VSYHJEAXBSTJ
7/14/23 0:00,-9.99,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""SEAVIEW SYSTEMS CORP"" 19E0PATR6YSJW"
4/14/23 0:00,-9.99,MOBILE DEPOSIT 7AK
4/24/23 0:00,-9.99,ACH DEBIT CARD PROCESSOR ACH PMT LONEPINE BLOOM LTD 1ZHZGIWKCQWWV2AA
3/14/23 0:00,-9.99,ACH DEBIT TAX AUTHORITY PAYMENT  HW2ERFUN
8/15/23 0:00,-9.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHGATE CANYON LP J5U9GT7 4
5/15/23 0:00,-9.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER SERVICES PLC 5QTOSTGA7 3
6/23/23 0:00,-9.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE BAY STRATEGY LP 4H65QL9BRE2YKWY
5/24/23 0:00,-9.99,ACH DEBIT CARD PROCESSOR ACH PMT EASTWOOD SHORE LTD SGMRSC6HWXF7M0ME
9/19/23 0:00,-9.95,INTERNET TRANSFER TO DDA# 20028713804 ON14 AT 10.26
6/28/23 0:00,-9.8,ACH DEBIT PAYMENT PROCESSOR PAYABLES VALEWOOD VALE CO CETACWXJ
9/21/23 0:00,-9.8,INTERNET TRANSFER TO DDA# 20912160359 ON10 AT 17.00
11/11/23 0:00,-9.8,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEGATE SYSTEMS INC DTE3V0TMZPLVM6 2
5/23/23 0:00,-9.64,ACH DEBIT CARD PROCESSOR ACH PMT ASHGROVE LOGISTICS INC TJAYVI
7/12/23 0:00,-9.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES BRIGHTLINE CANYON INC HZTKMT6DF
2/18/24 0:00,-9.27,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORVIEW SHORE CONSULTING LLC 21DERGL1DX6J3N 2
2/17/24 0:00,-9.27,"ACH CREDIT ACCOUNTING APP Y9QP4XMM4XR3R 7 DEPOSIT SPRINGLINE NETWORKS CO, L 25WKZ9WQL7CA4X"
8/17/22 0:00,-9.25,INTERNET TRANSFER TO DDA#  20104026314 ON10 AT 00.29
8/3/22 0:00,-9.21,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEGATE MERIDIAN LTD QH9HW196W8UAGTY
2/23/24 0:00,-9.06,"ACH CREDIT ACCOUNTING APP 9J2QEL8 7 DEPOSIT MEADOWRIDGE DATA PLC, L 11P9K0RYH31"
10/2/23 0:00,-9,ACH DEBIT TAX AUTHORITY PAYMENT 08UPBMH
10/30/22 0:00,-8.99,ACH DEBIT CARD PROCESSOR ACH PMT RIDGEVIEW CANYON CORP B6POEFSASXBTDA
7/13/23 0:00,-8.93,ACH DEBIT PAYMENT PROCESSOR PAYABLES GRANITE PEAK FORGE CONSULTING INC T7EO79
5/25/23 0:00,-8.7,ZELLE DEBIT PAYMENT TO: G. MORGAN . ID: QT07ZAL 6
6/12/23 0:00,-8.7,"ACH CREDIT ACCOUNTING APP OT52EH15X7J4C DEPOSIT EMBERLINE DATA LTD, L 1XIY22IKDCD"
5/1/23 0:00,-8.7,ACH DEBIT TAX AUTHORITY PAYMENT GTJ79WZGM3
6/12/23 0:00,-8.7,"ACH CREDIT ACCOUNTING APP 3FZ803E0O45KRVLM DEPOSIT NORTHLAKE POINTE CO, L 6S1ATTKZSMM2"
6/17/23 0:00,-8.7,ACH DEBIT CARD PROCESSOR ACH PMT GRANITE PEAK BROOK CORP Z5B04VY4GETD
6/23/23 0:00,-8.7,INTERNET TRANSFER TO DDA# 20594089743 ON29 AT 01.12
6/2/23 0:00,-8.7,"ACH DEBIT CARD PROCESSOR ACH PMT ""SOUTHGATE FIELD LTD"" J8Z3W32ABI3VZ4 2"
6/14/23 0:00,-8.7,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE POINT LABS PLC JARAA8Q  1
6/12/23 0:00,-8.7,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""CLEARWATER VALE DATA CO"" 3HXEZ6WXE 82"
11/22/22 0:00,-8.65,INCOMING WIRE SAGE VALLEY SERVICES LLC LQQCL5TCJ7
2/7/23 0:00,-8.63,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""SEAVIEW ANALYTICS LP"" O67XH9UUPLPQ6 7"
6/23/23 0:00,-8.53,INSTANT TRANSFER TO DDA# 20867162914 ON05 AT 08.03
1/16/23 0:00,-8.51,ACH DEBIT CARD PROCESSOR ACH PMT PARKSTONE RESOURCES LTD BDSO38GM4 8
2/19/23 0:00,-8.43,"ACH CREDIT ACCOUNTING APP JOF9IYPM DEPOSIT BROOKFIELD MERIDIAN LABS LP, L 2RCW51H"
10/8/22 0:00,-8.35,INTERNET TRANSFER TO DDA#  20268652094 ON24 AT 10.38
11/13/22 0:00,-8.34,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""SEABRIGHT PROPERTIES LP"" 72J7EGHDGF7"
3/31/23 0:00,-8.32,ZELLE DEBIT PAYMENT TO: H. CHEN . ID: 9N1SH7HF7OCL 6
2/10/23 0:00,-8.17,ZELLE DEBIT PAYMENT TO: P. EVANS . ID: QFHFAW2B
3/16/24 0:00,-8.01,ZELLE DEBIT PAYMENT TO: C. MURPHY . ID: GKFGVMT05
3/17/24 0:00,-8.01,"ACH CREDIT ACCOUNTING APP EGMZQ5FXUY 2 DEPOSIT BROOKFIELD ATLAS HOLDINGS LLC, L O1PKBI0KWUNO"
3/11/24 0:00,-8,"ACH CREDIT ACCOUNTING APP UKCEKUK8 DEPOSIT ATLAS CREEK LLC, L DRKB136GLR"
3/9/24 0:00,-8,INCOMING WIRE BLUE HARBOR PROPERTIES INC M7C3D5S2OCS7P
2/26/24 0:00,-7.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES AMBERWOOD HARBOR DATA CO HVGEDQN24
2/6/24 0:00,-7.99,INTERNET TRANSFER TO DDA# 20402369337 ON01 AT 22.30
2/6/24 0:00,-7.99,INTERNET TRANSFER TO DDA# 20894687978 ON09 AT 18.41
9/22/22 0:00,-7.82,INTERNET TRANSFER TO DDA# 20158976177 ON04 AT 19.02
3/29/23 0:00,-7.28,MOBILE DEPOSIT PNTY6
7/21/22 0:00,-7.08,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW DIGITAL LLC U7FZFU8SZFPTO 4
2/29/24 0:00,-6.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD HORIZON LTD H0UD9Q
12/14/23 0:00,-6.99,INCOMING WIRE LAKECREST HOLLOW ANALYTICS PLC 5MMGL557WH
5/1/23 0:00,-6.99,"ACH DEBIT  CARD PROCESSOR ACH PMT ""EMBERLINE LEDGER SYSTEMS CO"" B99OSNFNZ6MVH"
3/3/23 0:00,-6.99,ACH DEBIT CARD PROCESSOR ACH PMT LEDGER GROUP CO BGBL2TWN30AZEML 8
4/4/23 0:00,-6.99,INTERNET TRANSFER TO DDA# 20895059204 ON24 AT 20.11
8/2/23 0:00,-6.99,ACH DEBIT TAX AUTHORITY PAYMENT FV334F
12/8/23 0:00,-6.99,"ACH CREDIT ACCOUNTING APP HGO8LD7IQZZ4AF DEPOSIT COBALT RIDGE SHORE DIGITAL INC, L E5ZFWY799MJJ 4"
2/1/24 0:00,-6.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE PARK CORP D8NLE6KT
11/15/23 0:00,-6.99,ACH DEBIT TAX AUTHORITY PAYMENT 8Y4JC192MQ1J7UB 6
1/19/24 0:00,-6.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES WILLOWBEND FORGE LP 5XNMAVTL40XY1LD
9/2/23 0:00,-6.99,ACH DEBIT CARD PROCESSOR ACH PMT CLIFFSIDE PROPERTIES CORP AZSF6GE451SSM1K
4/3/23 0:00,-6.99,INTERNET TRANSFER TO DDA# 20423027671 ON09 AT 09.17
12/9/23 0:00,-6.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES MEADOWLARK HARBOR LLC XL4CPZTXUOLO0U
11/7/23 0:00,-6.99,ZELLE DEBIT PAYMENT TO: J. CLARK . ID: YU2WKH3C1MT
6/1/23 0:00,-6.99,ACH DEBIT CARD PROCESSOR ACH PMT HILLSIDE BROOK LOGISTICS LTD E0CE68F6ZJE050T
2/3/24 0:00,-6.99,ACH DEBIT TAX AUTHORITY PAYMENT EE6SX9Y
2/25/24 0:00,-6.99,INTERNET TRANSFER TO DDA# 20549037541 ON06 AT 23.09
4/3/23 0:00,-6.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLIFFSIDE HEIGHTS INC 18L1BJYQ
7/3/23 0:00,-6.99,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""CLIFFSIDE ADVISORS LLC"" RSGZXYOAMW 9"
5/27/23 0:00,-6.75,ZELLE DEBIT PAYMENT TO: F. RAMIREZ . ID: 3D7R90
10/25/22 0:00,-6.74,ACH DEBIT CARD PROCESSOR ACH PMT GRANITE PEAK FORGE PROJECTS CO NS68UI66WBHC4
10/19/23 0:00,-6.72,ACH DEBIT CARD PROCESSOR ACH PMT SOUTHPORT RIDGE INC 7W1LNQTKUVF5GSVG 3
12/13/23 0:00,-6.6,ACH DEBIT CARD PROCESSOR ACH PMT CLEARWATER LOGISTICS CO QPR44UI10Q
1/5/24 0:00,-6.48,INTERNET TRANSFER TO DDA# 20360519836 ON14 AT 06.54
5/17/23 0:00,-6.45,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE MEADOW CO 11CMMNJ
10/23/23 0:00,-6.06,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE LEDGER ADVISORS LLC 1FA3MSRJWHL56IAS 6
2/29/24 0:00,-5.99,"ACH CREDIT ACCOUNTING APP RY40MJFVFRJS 3 DEPOSIT CEDAR RIDGE CANYON PROPERTIES INC, L 8FYR6MB5CP7UH"
3/16/24 0:00,-5.99,INCOMING WIRE RIVERSIDE HOLLOW VENTURES LLC OENZYDGFX
3/16/24 0:00,-5.99,ZELLE DEBIT PAYMENT TO: R. REED . ID: JN77R6CR4H
2/1/24 0:00,-5.99,INCOMING WIRE EVERCREST FORGE PROJECTS LLC RFW9A1Z172
12/12/23 0:00,-5.99,INCOMING WIRE ATLAS CANYON CO QV6QS81
10/12/23 0:00,-5.99,"ACH CREDIT ACCOUNTING APP F5SR5BFVLR 3 DEPOSIT SEABRIGHT HARBOR LTD, L 93NLQSMU15ZDK"
4/1/23 0:00,-5.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES PRAIRIE LABS LP 0UUS42POBO3BVN 5
2/26/24 0:00,-5.99,INTERNET TRANSFER TO DDA# 20142094610 ON27 AT 00.09
2/3/24 0:00,-5.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES LEDGER CAPITAL LTD MZAB48K51 8
1/16/24 0:00,-5.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE VALE DIGITAL LP ONPH2MF6Z7RX
1/5/24 0:00,-5.99,INTERNET TRANSFER TO DDA# 20577783809 ON26 AT 05.47
2/12/24 0:00,-5.99,ZELLE DEBIT PAYMENT TO: R. KIM . ID: Z3QFXNJT8C1F83RB 1
8/23/23 0:00,-5.98,ACH DEBIT TAX AUTHORITY PAYMENT CX0Q8Y9YM6G9O 6
5/8/23 0:00,-5.81,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""EASTGATE BAY ANALYTICS LTD"" GCL2D4IAP"
9/6/23 0:00,-5.7,ACH DEBIT PAYMENT PROCESSOR PAYABLES HILLSIDE CANYON CORP 5HAOMD8D12VJ
11/20/22 0:00,-5.59,ACH DEBIT PAYMENT PROCESSOR PAYABLES  MAPLECREST MERIDIAN LLC WSYYCI9I 6
3/1/23 0:00,-5.43,INTERNET TRANSFER TO DDA# 20351215444 ON17 AT 03.16
10/6/22 0:00,-5.31,ACH DEBIT CARD PROCESSOR ACH PMT AUTUMN RIDGE CANYON CO TMACQ9Y6I 3
1/5/24 0:00,-5.25,ZELLE DEBIT PAYMENT TO: T. COOK . ID: H0GBPR 
2/22/24 0:00,-5.21,INCOMING WIRE LEDGER HEIGHTS LP PLBWH0V3NWT
2/23/24 0:00,-5.21,INTERNET TRANSFER TO DDA# 20540403860 ON27 AT 02.27
1/26/24 0:00,-5.17,ACH DEBIT PAYMENT PROCESSOR PAYABLES GREENLINE POINT INC Y8HIG9
3/17/23 0:00,-5.17,ACH DEBIT PAYMENT PROCESSOR PAYABLES SEAVIEW PARK PLC JPDZSMW2PQ2JR8
7/12/23 0:00,-5.14,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKECREST GROUP CO NQD2LH 8
5/23/23 0:00,-4.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT SYSTEMS PLC RRWLQAD135IOW 8
4/24/23 0:00,-4.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKESHORE SHORE PLC 6EVRXZ2
10/9/23 0:00,-4.95,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER SYSTEMS CO  ZVRQI8HK 8
10/1/23 0:00,-4.9,ACH DEBIT PAYMENT PROCESSOR PAYABLES ASHGROVE SERVICES LTD SQ1ZEL29
5/23/23 0:00,-4.9,"ACH CREDIT ACCOUNTING APP IXGF6QE DEPOSIT AUTUMN RIDGE BROOK DATA LTD, L EWIP4JJMIZCSOA"
12/15/23 0:00,-4.9,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTGATE POINT CORP FP0QVX2
5/21/23 0:00,-4.9,ACH DEBIT PAYMENT PROCESSOR PAYABLES NORTHPOINT HOLLOW CORP K0M3GJLADAM 4 4
3/21/23 0:00,-4.78,ACH DEBIT CARD PROCESSOR ACH PMT OAKRIDGE FIELD DIGITAL CO G2HU0BSYZIVX2
2/17/24 0:00,-4.75,INCOMING WIRE MAPLECREST VALE PARTNERS CO TCQS4HQZHR3A1M
2/18/24 0:00,-4.75,INSTANT TRANSFER TO DDA# 20711809962 ON23 AT 23.06
6/10/22 0:00,-4.75,ACH DEBIT TAX AUTHORITY PAYMENT MFXV9P7Y7YVJF80D 2
2/19/24 0:00,-4.74,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE HOLLOW CO RO8SEUQ7NAK
2/20/24 0:00,-4.74,ACH DEBIT PAYMENT PROCESSOR PAYABLES SEABRIGHT BROOK CORP 9ZYQ08PEWAACWJK
2/20/23 0:00,-4.68,INSTANT TRANSFER TO DDA# 20896734895 ON09 AT 04.44
1/20/23 0:00,-4.63,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE HORIZON LLC P1GB7BY9N 6 8
8/3/22 0:00,-4.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE HOLLOW CO N3P0VJIT2VOWI
6/11/22 0:00,-4.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGELAND VALLEY CONSULTING CORP CXYKBEV9LBOEW 4
6/11/22 0:00,-4.38,INTERNET TRANSFER TO DDA# 20532158674 ON24 AT 16.36
3/12/24 0:00,-4.34,INCOMING WIRE BAYVIEW HARBOR LTD U7GS9P39S1HRLJSN
3/14/24 0:00,-4.34,INCOMING WIRE EMBERLINE BLOOM LLC K6Q5BFKGTTOZFZS
6/11/22 0:00,-4.27,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGELAND ATLAS CORP D3NCWW638WCAMS85
11/26/22 0:00,-4.21,ZELLE DEBIT PAYMENT TO: P. YOUNG . ID: 99IJCJD3
11/22/22 0:00,-3.65,ACH DEBIT CARD PROCESSOR ACH PMT LONEPINE VALLEY LOGISTICS LP KI9G5NHVWHWP
11/23/22 0:00,-3.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEWELL CANYON PROPERTIES LTD AXEHTL3VQFWUQ1Q
12/12/23 0:00,-3.59,ACH DEBIT PAYMENT PROCESSOR PAYABLES ATLAS ATLAS INC P2JWQZDVFX
10/28/22 0:00,-3.53,ACH DEBIT PAYMENT PROCESSOR PAYABLES SAGE VALLEY BAY LLC SM8O6Y0AZ
3/1/24 0:00,-3.5,ACH DEBIT TAX AUTHORITY PAYMENT M1UKLIPS47
11/23/22 0:00,-3.5,ZELLE DEBIT PAYMENT TO: T. GREEN . ID: 7R9L3EBIU2X0HWCL
3/27/23 0:00,-3.5,ACH DEBIT CARD PROCESSOR ACH PMT ROCKBRIDGE BRIDGE PLC CH8EUADY9YHHG9
11/23/22 0:00,-3.5,INTERNET TRANSFER TO DDA# 20757857168 ON29 AT 16.06
8/21/23 0:00,-3.47,INCOMING WIRE SEABRIGHT OPERATIONS INC JXHIQS2MC27DEM7
3/24/23 0:00,-3.39,ZELLE DEBIT PAYMENT TO: R. MURPHY . ID: J0KCVMXCX9
8/28/22 0:00,-3.35,ACH DEBIT PAYMENT PROCESSOR PAYABLES SEABRIGHT PARK SYSTEMS INC GIK1X1
8/11/23 0:00,-3.26,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONECREST VALLEY CO JU7PLRAD
11/26/22 0:00,-3.21,ZELLE DEBIT PAYMENT TO: H. COLLINS . ID: NQR15PZPCBC7
11/23/22 0:00,-3.21,INCOMING WIRE WESTHAVEN OPERATIONS LTD DKY00PRDXTADWPJ
8/23/22 0:00,-3.21,ACH DEBIT PAYMENT PROCESSOR PAYABLES SAGE VALLEY VALLEY GROUP CORP IXGH1MSTB5
9/29/22 0:00,-3,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHPORT STRATEGY PLC T5L36YCUH3T43
3/19/23 0:00,-3,ZELLE DEBIT PAYMENT TO: H. REED . ID: BFI9Q6JB
9/12/23 0:00,-2.9,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR VALE CORP SLN4E2RF
9/10/22 0:00,-2.82,ACH DEBIT PAYMENT PROCESSOR PAYABLES MEADOWRIDGE BRIDGE CO P66A9KHUCT8 7
11/8/22 0:00,-2.76,ACH DEBIT CARD PROCESSOR ACH PMT CEDAR RIDGE CANYON PROPERTIES INC ZE2UY3IDKNWUYPV 2
11/23/22 0:00,-2.5,ACH DEBIT TAX AUTHORITY PAYMENT C92PZF0H
11/23/22 0:00,-2.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES SILVERLINE LABS LP QE5N652WU0O27
11/23/22 0:00,-2.35,ZELLE DEBIT PAYMENT TO: J. MORRIS . ID: 74C9VU9V
5/21/23 0:00,-2.18,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTGATE NETWORKS LLC PIP4VEVD0230FRF0
9/25/23 0:00,-2,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD SPRINGS CORP ZVZJ3B1S69W
9/27/23 0:00,-2,INSTANT TRANSFER TO DDA# 20749715371 ON03 AT 07.25
10/11/23 0:00,-2,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERSIDE POINT VENTURES PLC OYH2OQ5W  1
10/11/23 0:00,-2,ZELLE DEBIT PAYMENT TO: V. PATEL . ID: DT8MVRNLYM 5
11/1/22 0:00,-2,"INCOMING WIRE ""SEAVIEW BROOK LLC"" 3BBNFD4DJ7XPGY"
10/11/23 0:00,-2,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE HOLLOW LP 4NHZYHWMSEZQKA 6
10/11/23 0:00,-2,ACH DEBIT CARD PROCESSOR ACH PMT RIDGEVIEW SPRINGS INC KDL5WOPL0
10/11/23 0:00,-2,ZELLE DEBIT PAYMENT TO: D. TURNER . ID: XOZXMC
10/11/23 0:00,-2,ZELLE DEBIT PAYMENT TO: G. PORTER . ID: R1XQK978MOZRSAXR  3
10/11/23 0:00,-2,INTERNET TRANSFER TO DDA# 20898275825 ON09 AT 18.41
5/21/23 0:00,-1.7,ACH DEBIT PAYMENT PROCESSOR PAYABLES ROCKBRIDGE BLOOM CO A6UB53JN
7/12/23 0:00,-1.63,INCOMING WIRE STONECREST SUMMIT CO QMARHALNQL8E
1/16/23 0:00,-1.48,ACH DEBIT PAYMENT PROCESSOR PAYABLES HIGHLAND SUMMIT LP DDARE5X4CQGN 7
8/3/22 0:00,-1.26,ACH DEBIT TAX AUTHORITY PAYMENT N37KM6EHDV3HL
3/18/24 0:00,-1,INTERNET TRANSFER TO DDA# 20733263853 ON11 AT 16.31
2/16/24 0:00,-1,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTHAVEN VALE LLC QQTCB2VOU
12/20/22 0:00,-0.89,ACH DEBIT TAX AUTHORITY PAYMENT 5CH6EMFH 6
10/11/23 0:00,-0.27,ZELLE DEBIT PAYMENT TO: H. REED . ID: B21OS1IXFNUWFJ 8
9/27/23 0:00,-0.22,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW ATLAS CO QN3UYL18QZK6RI
9/18/23 0:00,0.71,INTERNET TRANSFER TO DDA# 20303447865 ON05 AT 07.21
9/18/23 0:00,2.58,"ACH CREDIT ACCOUNTING APP XC1DP6UPBTMR 2 DEPOSIT SUNRIDGE FORGE LP, L ZX3Z4PY944RC98"
9/18/23 0:00,3.5,INTERNET TRANSFER TO DDA# 20953804813 ON22 AT 15.15
4/13/23 0:00,5.43,INTERNET TRANSFER TO DDA# 20909890792 ON10 AT 18.48
9/18/23 0:00,9.66,ACH DEBIT TAX AUTHORITY PAYMENT OK9TB3XD9
4/13/23 0:00,10.88,INTERNET TRANSFER TO DDA# 20199836719 ON29 AT 05.32
